,Date,News Headline,Article Link,Source
0,2022-01-13 17:38,"Vaughan Nelson Investment Management, L.p. ...",https://finance.yahoo.com/news/vaughan-nelson-investment-management-l-223807002.html,GuruFocus.com
1,2022-01-11 07:37,10 Energy Stocks to Buy Now According to SailingStone Capital Partners,https://finance.yahoo.com/news/10-energy-stocks-buy-now-123731479.html,Insider Monkey
2,2022-01-09 13:31,10 Oil and Gas Stocks to Buy According to Phill Grosss Adage Capital,https://finance.yahoo.com/news/10-oil-gas-stocks-buy-183132990.html,Insider Monkey
3,2021-12-30 13:12,Antero Resources (AR) Surges 243.3% YTD: What's Driving It?,https://finance.yahoo.com/news/antero-resources-ar-surges-243-181206025.html,Zacks
4,2021-12-22 00:38,"Ares Management Llc Buys Infrastructure and Energy Alternatives Inc, Pennant Park Investment ...",https://finance.yahoo.com/news/ares-management-llc-buys-infrastructure-053802013.html,GuruFocus.com
5,2021-12-21 23:58,Top Natural Gas Stocks for Q1 2022,https://www.investopedia.com/investing/natural-gas-stocks/?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,Investopedia
6,2021-12-21 08:01,10 Best LNG Stocks to Buy Now,https://finance.yahoo.com/news/10-best-lng-stocks-buy-130142422.html,Insider Monkey
7,2021-12-18 03:38,"Ares Management Llc Buys Infrastructure and Energy Alternatives Inc, Pennant Park Investment ...",https://finance.yahoo.com/news/ares-management-llc-buys-infrastructure-083802062.html,GuruFocus.com
8,2021-12-16 12:38,"Ares Management Llc Buys Infrastructure and Energy Alternatives Inc, Pennant Park Investment ...",https://finance.yahoo.com/news/ares-management-llc-buys-infrastructure-173803001.html,GuruFocus.com
9,2021-12-15 01:38,"VIP Mid Cap Portfolio Buys GXO Logistics Inc, Telos Corp, OGE Energy Corp, Sells Knight-Swift ...",https://finance.yahoo.com/news/vip-mid-cap-portfolio-buys-063809212.html,GuruFocus.com
10,2021-12-13 21:38,"Ares Management Llc Buys Infrastructure and Energy Alternatives Inc, Pennant Park Investment ...",https://finance.yahoo.com/news/ares-management-llc-buys-infrastructure-023801024.html,GuruFocus.com
11,2021-12-09 19:38,"Nationwide Variable Insurance Trust Buys Ollie's Bargain Outlet Holdings Inc, Grocery Outlet ...",https://finance.yahoo.com/news/nationwide-variable-insurance-trust-buys-003802686.html,GuruFocus.com
12,2021-12-07 04:49,Breakeven On The Horizon For Antero Resources Corporation (NYSE:AR),https://finance.yahoo.com/news/breakeven-horizon-antero-resources-corporation-094913962.html,Simply Wall St.
13,2021-12-07 00:55,Hedge Funds Are Piling Into Antero Resources Corp (AR),https://finance.yahoo.com/news/hedge-funds-piling-antero-resources-055509086.html,Insider Monkey
14,2021-12-03 09:45,"Why Range Resources and Antero Resources Fell as Much as 15% This Week, but Vermilion Energy Jumped 12%",https://www.fool.com/investing/2021/12/03/why-range-resources-and-antero-resources-fell-as-m/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,Motley Fool
15,2021-11-30 07:44,"The Zacks Analyst Blog Highlights: CNX Resources, Chesapeake Energy, Comstock Resources and Antero Resources",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-cnx-124412814.html,Zacks
16,2021-11-29 07:33,Know Why Natural Gas Prices Ended 7.5% Higher Past Week,https://finance.yahoo.com/news/know-why-natural-gas-prices-123312951.html,Zacks
17,2021-11-24 11:12,EQT: Warren's attempts to scapegoat natural gas industry misguided,https://www.bizjournals.com/pittsburgh/news/2021/11/24/eqt-warrens-attempts-to-scapegoat-lng-misguided.html?ana=yahoo,American City Business Journals
18,2021-11-23 05:42,"The Zacks Analyst Blog Highlights: CNX Resources, Goodrich Petroleum, Comstock Resources and Antero Resources",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-cnx-104210616.html,Zacks
19,2021-11-22 11:39,Top 10 Stocks to Invest in According to Alan Fourniers Pennant Capital,https://finance.yahoo.com/news/top-10-stocks-invest-according-163909109.html,Insider Monkey
20,2021-11-22 11:00,Has APA (APA) Outpaced Other Oils-Energy Stocks This Year?,https://finance.yahoo.com/news/apa-apa-outpaced-other-oils-160004105.html,Zacks
21,2021-11-22 07:26,Natural Gas Gains 5.7% for the Week: What's Behind the Rise?,https://finance.yahoo.com/news/natural-gas-gains-5-7-122612110.html,Zacks
22,2021-11-16 12:52,"The Zacks Analyst Blog Highlights: Range Resources, SilverBow, Comstock, and Antero",https://finance.yahoo.com/news/zacks-analyst-blog-highlights-range-175205280.html,Zacks
23,2021-11-15 09:59,LNG Exports Fuel Natural Gas Optimism Despite Speed Bumps,https://finance.yahoo.com/news/lng-exports-fuel-natural-gas-145902508.html,Zacks
24,2021-11-15 08:26,"Indexes Recover From Intraday Lows; S&P Global, Antero Resources, And Dollar Tree In Focus",https://finance.yahoo.com/video/indexes-recover-intraday-lows-p-132637507.html,Investor's Business Daily Video
25,2021-11-02 11:55,Antero Resources (AR) Stock Gains 4.1% Since Q3 Earnings Miss,https://finance.yahoo.com/news/antero-resources-ar-stock-gains-155503445.html,Zacks
26,2021-10-29 09:45,Denver-based natural gas company gambling higher prices here to stay,https://www.bizjournals.com/denver/news/2021/10/29/antero-resources-denver-appalachia-natural-gas.html?ana=yahoo,American City Business Journals
27,2021-10-28 21:01,Antero Midstream Corp (AM) Q3 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/10/28/antero-midstream-corp-am-q3-2021-earnings-call-tra/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,Motley Fool
28,2021-10-28 20:31,Antero Resources Corporation (AR) Q3 2021 Earnings Call Transcript,https://www.fool.com/earnings/call-transcripts/2021/10/28/antero-resources-corporation-ar-q3-2021-earnings-c/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,Motley Fool
29,2021-10-27 19:25,Antero Resources (AR) Q3 Earnings and Revenues Miss Estimates,https://finance.yahoo.com/news/antero-resources-ar-q3-earnings-232511869.html,Zacks
30,2021-10-27 16:15,Antero Resources Reports Third Quarter 2021 Financial and Operational Results,https://finance.yahoo.com/news/antero-resources-reports-third-quarter-201500131.html,PR Newswire
31,2021-10-26 11:07,Antero Resources (AR) to Report Q3 Earnings: What's in Store?,https://finance.yahoo.com/news/antero-resources-ar-report-q3-150703181.html,Zacks
32,2021-10-20 15:02,Antero Resources (AR) Earnings Expected to Grow: Should You Buy?,https://finance.yahoo.com/news/antero-resources-ar-earnings-expected-190207945.html,Zacks
33,2021-10-18 12:53,Here is What Hedge Funds Think About Antero Resources Corp (AR),https://finance.yahoo.com/news/hedge-funds-think-antero-resources-165343373.html,Insider Monkey
34,2021-10-14 12:30,Billionaire David Teppers 10 Newest Stock Picks,https://finance.yahoo.com/news/billionaire-david-tepper-10-newest-163046546.html,Insider Monkey
35,2021-10-13 16:15,Antero Resources Announces Third Quarter 2021 Earnings Release Date and Conference Call,https://finance.yahoo.com/news/antero-resources-announces-third-quarter-201500599.html,PR Newswire
36,2021-10-08 08:57,Why Antero Resources (AR) Stock Might be a Great Pick,https://finance.yahoo.com/news/why-antero-resources-ar-stock-125712976.html,Zacks
37,2021-10-08 06:41,"Antero Resources (NYSE:AR) delivers shareholders enviable 457% return over 1 year, surging 8.1% in the last week alone",https://finance.yahoo.com/news/antero-resources-nyse-ar-delivers-104104453.html,Simply Wall St.
38,2021-10-05 16:15,Antero Resources Publishes 2020 ESG Report and Reiterates 2025 Environmental Goals,https://finance.yahoo.com/news/antero-resources-publishes-2020-esg-201500290.html,PR Newswire
39,2021-10-05 11:45,Antero Resources (AR) Gains 44.5% in 3 months: What's Ahead?,https://finance.yahoo.com/news/antero-resources-ar-gains-44-154503100.html,Zacks
