,Date,News Headline,Article Link,Source
0,2022-02-09 08:57,"Defense Stock Roundup: LHX Beats on Q4 Earnings, SPR and TDG Miss",https://finance.yahoo.com/news/defense-stock-roundup-lhx-beats-135701328.html,Zacks
1,2022-02-09 08:00,Raytheon Technologies Chairman and CEO to present at the Barclays Industrial Select Conference,https://finance.yahoo.com/news/raytheon-technologies-chairman-ceo-present-130000996.html,PR Newswire
2,2022-02-08 11:13,"TransDigm's (TDG) Q1 Earnings Miss Estimates, Sales Rise Y/Y",https://finance.yahoo.com/news/transdigms-tdg-q1-earnings-miss-161304921.html,Zacks
3,2022-02-08 02:42,"Market Fun House, Bond Yields, Nord Stream 2, Raytheon, Steel, No Dice Nvidia",https://realmoney.thestreet.com/markets/market-fun-house-bond-yields-nord-stream-2-raytheon-steel-no-dice-nvidia-15904490?puc=yahoo&cm_ven=YAHOO,TheStreet.com
4,2022-02-07 20:38,"Harfst & Associates, Inc. Buys Cummins Inc, Raytheon Technologies Corp, ResMed Inc, Sells ...",https://finance.yahoo.com/news/harfst-associates-inc-buys-cummins-013826631.html,GuruFocus.com
5,2022-02-07 20:38,"Atlas Private Wealth Management Buys Coinbase Global Inc, S&P Global Inc, 3M Co, Sells ...",https://finance.yahoo.com/news/atlas-private-wealth-management-buys-013809458.html,GuruFocus.com
6,2022-02-07 17:38,"Buckingham Capital Management, Inc. Buys Sysco Corp, Corning Inc, Everest Re Group, Sells ...",https://finance.yahoo.com/news/buckingham-capital-management-inc-buys-223818723.html,GuruFocus.com
7,2022-02-07 08:31,"McDonalds, UPS, and 4 Other Stocks to Play the Next Phase of the Pandemic",https://www.barrons.com/articles/new-reopening-stocks-pandemic-ups-mcdonalds-51644003539?siteid=yhoof2,Barrons.com
8,2022-02-04 14:57,6 Stocks to Play the New U.S. Economic Reopening,https://www.barrons.com/articles/6-stocks-reopening-51644003539?siteid=yhoof2,Barrons.com
9,2022-02-04 09:38,"Frontier Wealth Management LLC Buys Rio Tinto PLC, T-Mobile US Inc, Raytheon Technologies Corp, ...",https://finance.yahoo.com/news/frontier-wealth-management-llc-buys-143826396.html,GuruFocus.com
10,2022-02-03 08:49,"Spirit AeroSystems (SPR) Q4 Earnings Lag Estimates, Revenues Top",https://finance.yahoo.com/news/spirit-aerosystems-spr-q4-earnings-134901163.html,Zacks
11,2022-02-03 07:15,Raytheon Weighs Sale of $200 Million German Compass Maker,https://finance.yahoo.com/news/raytheon-weighs-sale-200-million-121508626.html,Bloomberg
12,2022-02-02 18:32,Were Hedge Funds Illusioned With Raytheon Technologies Corp (RTX)?,https://finance.yahoo.com/news/were-hedge-funds-illusioned-raytheon-233204268.html,Insider Monkey
13,2022-02-02 13:38,"SlateStone Wealth, LLC Buys People's United Financial Inc, KeyCorp, SPDR NYSE Technology ETF, ...",https://finance.yahoo.com/news/slatestone-wealth-llc-buys-peoples-183807122.html,GuruFocus.com
14,2022-02-02 09:38,"Riggs Asset Managment Co. Inc. Buys SPDR Gold Shares ETF, SPDR Homebuilders ETF, iShares U.S. ...",https://finance.yahoo.com/news/riggs-asset-managment-co-inc-143834162.html,GuruFocus.com
15,2022-02-02 05:30,Alexandria plans a Route 128 mega campus with Raytheon-site buy,https://www.bizjournals.com/boston/news/2022/02/02/alexandria-plans-route-128-mega-campus.html?ana=yahoo,American City Business Journals
16,2022-02-01 21:38,"Greystone Financial Group, LLC Buys iShares U.S. ...",https://finance.yahoo.com/news/greystone-financial-group-llc-buys-023807208.html,GuruFocus.com
17,2022-02-01 21:38,"WealthPLAN Partners, LLC Buys Raytheon Technologies Corp, FT Cboe Vest Fund of Buffer ETFs, ...",https://finance.yahoo.com/news/wealthplan-partners-llc-buys-raytheon-023802633.html,GuruFocus.com
18,2022-02-01 09:33,"Defense Stock Roundup: LMT, RTX, GD Beat on Q4 Earnings, BA Misses",https://finance.yahoo.com/news/defense-stock-roundup-lmt-rtx-143302197.html,Zacks
19,2022-01-31 17:38,"Bray Capital Advisors Buys iShares 1-3 Year Credit Bond ETF, Raytheon Technologies Corp, Fiserv ...",https://finance.yahoo.com/news/bray-capital-advisors-buys-ishares-223805073.html,GuruFocus.com
20,2022-01-31 11:58,"L3Harris (LHX) Q4 Earnings Top Estimates, Revenues Fall Y/Y",https://finance.yahoo.com/news/l3harris-lhx-q4-earnings-top-165804399.html,Zacks
21,2022-01-31 09:12,10 Billion Reasons Why Raytheon Technologies Is a Smart Buy for 2022,https://www.fool.com/investing/2022/01/31/10-billion-reasons-why-raytheon-technologies-is-a/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,Motley Fool
22,2022-01-30 19:37,"20 Bargain Stocks to Buy Now, According to Barrons Roundtable Experts",https://www.barrons.com/articles/roundtable-2022-investing-stock-picks-51643414945?siteid=yhoof2,Barrons.com
23,2022-01-29 10:00,Why 30 Years of Defense Consolidation May Be at an End,https://www.wsj.com/articles/why-30-years-of-defense-consolidation-may-be-at-an-end-11643468401?mod=itp_wsj,The Wall Street Journal
24,2022-01-28 14:54,Boeing Sells Off After Earnings,https://www.investopedia.com/boeing-sells-off-after-earnings-5217378?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,Investopedia
25,2022-01-28 13:38,"Velanne Asset Management Ltd Buys , Sells Raytheon Technologies Corp, Vistra Corp, Grifols SA",https://finance.yahoo.com/news/velanne-asset-management-ltd-buys-183804090.html,GuruFocus.com
26,2022-01-28 11:55,7 Defense Stocks to Buy as Ukraine Crisis Heats Up,https://finance.yahoo.com/news/7-defense-stocks-buy-ukraine-165512960.html,InvestorPlace
27,2022-01-28 11:47,Early Retirement Portfolio: 15 Stocks to Live Off Dividends,https://finance.yahoo.com/news/early-retirement-portfolio-15-stocks-164747652.html,Insider Monkey
28,2022-01-28 09:31,"Hexcel (HXL) Stock Down Following Q4 Earnings Beat, Sales Up",https://finance.yahoo.com/news/hexcel-hxl-stock-down-following-143102332.html,Zacks
29,2022-01-27 17:38,"Cambiar Investors Llc Buys iShares MSCI EAFE ETF, Barclays PLC, Constellation Brands Inc, Sells ...",https://finance.yahoo.com/news/cambiar-investors-llc-buys-ishares-223822898.html,GuruFocus.com
30,2022-01-27 17:23,"Textron Falls After Q4 Miss; Business Jet Maker Joins GE Stock, Raytheon With Weak Guidance",https://www.investors.com/news/ge-stock-falls-ge-earnings-q4-2021-raytheon-textron/?src=A00220,Investor's Business Daily
31,2022-01-27 13:38,"Close Asset Management Ltd Buys Avantor Inc, Costco Wholesale Corp, Moody's Corporation, Sells ...",https://finance.yahoo.com/news/close-asset-management-ltd-buys-183827789.html,GuruFocus.com
32,2022-01-27 11:01,"Teledyne Technologies (TDY) Q4 Earnings Beat, Sales Rise Y/Y",https://finance.yahoo.com/news/teledyne-technologies-tdy-q4-earnings-160104089.html,Zacks
